date,week,colors,new_pos,tot_case,tot_hosp,perc_pos,RT_sym,RT_hosp,var_hosp,new_dies,tot_dies,new_tests,tot_tests,vax,CI_low_sym,CI_up_sym,CI_low_hosp,CI_up_hosp,incid_100k_7ns
2020-02-24,9_2020,0,221,229,127,5.11,2.91,NA,127,7,7,4324,4324,NA,2.8,3.03,NA,NA,3
2020-02-25,9_2020,0,93,322,150,2.16,2.97,NA,23,3,10,4299,8623,NA,2.86,3.07,NA,NA,3
2020-02-26,9_2020,0,78,400,164,8.09,2.83,NA,14,2,12,964,9587,NA,2.74,2.92,NA,NA,3
2020-02-27,9_2020,0,250,650,304,10.3,2.57,NA,140,5,17,2427,12014,NA,2.49,2.65,NA,NA,3
2020-02-28,9_2020,0,238,888,409,6.47,2.57,NA,105,4,21,3681,15695,NA,2.5,2.65,NA,NA,3
2020-02-29,9_2020,0,240,1128,506,8.09,2.42,NA,97,8,29,2966,18661,NA,2.35,2.48,NA,NA,3
2020-03-01,9_2020,0,566,1694,779,22.95,2.7,NA,273,5,34,2466,21127,NA,2.64,2.77,NA,NA,3
2020-03-02,10_2020,0,342,2036,908,15.42,2.61,5.07,129,18,52,2218,23345,NA,2.55,2.66,4.9,5.25,10
2020-03-03,10_2020,0,466,2502,1263,18.56,2.49,4.63,355,27,79,2511,25856,NA,2.44,2.54,4.49,4.77,10
2020-03-04,10_2020,0,587,3089,1641,14.75,2.32,4.36,378,28,107,3981,29837,NA,2.28,2.37,4.24,4.47,10
2020-03-05,10_2020,0,769,3858,2141,30.46,2.26,4.11,500,41,148,2525,32362,NA,2.22,2.3,4.02,4.21,10
2020-03-06,10_2020,0,778,4636,2856,19.46,2.17,3.97,715,49,197,3997,36359,NA,2.14,2.21,3.89,4.05,10
2020-03-07,10_2020,0,1247,5883,3218,21.87,2.12,3.73,362,36,233,5703,42062,NA,2.09,2.16,3.66,3.79,10
2020-03-08,10_2020,0,1492,7375,4207,18.95,1.98,3.55,989,133,366,7875,49937,NA,1.95,2.01,3.5,3.61,10
2020-03-09,11_2020,84,1797,9172,5049,46.21,1.96,3.41,842,97,463,3889,53826,NA,1.93,1.99,3.36,3.45,29
2020-03-10,11_2020,84,977,10149,5915,14.09,2.05,3.23,866,168,631,6935,60761,NA,2.02,2.07,3.19,3.27,29
2020-03-11,11_2020,84,2313,12462,6866,18.66,1.96,3.06,951,196,827,12393,73154,NA,1.94,1.99,3.03,3.1,29
2020-03-12,11_2020,84,2651,15113,7803,20.62,1.87,2.89,937,189,1016,12857,86011,NA,1.85,1.89,2.86,2.92,29
2020-03-13,11_2020,84,2547,17660,8754,22.19,1.8,2.71,951,250,1266,11477,97488,NA,1.78,1.82,2.68,2.73,29
2020-03-14,11_2020,84,3497,21157,9890,29.93,1.69,2.57,1136,175,1441,11682,109170,NA,1.67,1.71,2.55,2.59,29
2020-03-15,11_2020,84,3590,24747,11335,22.82,1.63,2.44,1445,368,1809,15729,124899,NA,1.61,1.64,2.42,2.47,29
2020-03-16,12_2020,84,3233,27980,12876,24.75,1.53,2.34,1541,349,2158,13063,137962,NA,1.51,1.54,2.32,2.36,58
2020-03-17,12_2020,84,3526,31506,14954,32.97,1.35,2.27,2078,345,2503,10695,148657,NA,1.33,1.36,2.25,2.29,58
2020-03-18,12_2020,84,4207,35713,16620,24.92,1.29,2.2,1666,475,2978,16884,165541,NA,1.27,1.3,2.19,2.22,58
2020-03-19,12_2020,84,5322,41035,18255,30.88,1.2,2.14,1635,427,3405,17236,182777,NA,1.19,1.22,2.13,2.15,58
2020-03-20,12_2020,84,5986,47021,18675,24.83,1.18,2.05,420,627,4032,24109,206886,NA,1.17,1.19,2.04,2.07,58
2020-03-21,12_2020,84,6557,53578,20565,24.9,1.12,1.98,1890,793,4825,26336,233222,NA,1.1,1.13,1.97,1.99,58
2020-03-22,12_2020,84,5560,59138,22855,22.08,1.02,1.92,2290,651,5476,25180,258402,NA,1.01,1.04,1.91,1.94,58
2020-03-23,13_2020,84,4789,63927,23896,28.06,0.98,1.86,1041,601,6077,17066,275468,NA,0.97,0.99,1.85,1.87,65
2020-03-24,13_2020,84,5249,69176,25333,24.42,0.94,1.79,1437,743,6820,21496,296964,NA,0.93,0.95,1.78,1.8,65
2020-03-25,13_2020,84,5210,74386,26601,18.96,0.91,1.72,1268,683,7503,27481,324445,NA,0.89,0.92,1.71,1.73,65
2020-03-26,13_2020,84,6153,80539,28365,16.8,0.88,1.66,1764,662,8165,36615,361060,NA,0.87,0.89,1.65,1.67,65
2020-03-27,13_2020,84,5959,86498,29761,18.05,0.8,1.61,1396,969,9134,33019,394079,NA,0.79,0.81,1.61,1.62,65
2020-03-28,13_2020,84,5974,92472,30532,16.85,0.79,1.57,771,889,10023,35447,429526,NA,0.78,0.81,1.56,1.57,65
2020-03-29,13_2020,84,5217,97689,31292,21.29,0.77,1.51,760,756,10779,24504,454030,NA,0.76,0.78,1.5,1.52,65
2020-03-30,14_2020,84,4050,101739,31776,17.36,0.76,1.46,484,812,11591,23329,477359,NA,0.75,0.77,1.45,1.47,53
2020-03-31,14_2020,84,4053,105792,32215,13.69,0.75,1.41,439,837,12428,29609,506968,NA,0.74,0.76,1.41,1.42,53
2020-04-01,14_2020,84,4782,110574,32438,13.88,0.79,1.37,223,727,13155,34455,541423,NA,0.78,0.8,1.36,1.37,53
2020-04-02,14_2020,84,4668,115242,32593,11.73,0.79,1.32,155,760,13915,39809,581232,NA,0.78,0.8,1.31,1.32,53
2020-04-03,14_2020,84,4585,119827,32809,11.87,0.78,1.27,216,766,14681,38617,619849,NA,0.77,0.8,1.27,1.28,53
2020-04-04,14_2020,84,4805,124632,33004,12.86,0.78,1.23,195,681,15362,37375,657224,NA,0.76,0.79,1.23,1.24,53
2020-04-05,14_2020,84,4316,128948,32926,12.61,0.79,1.19,-78,525,15887,34237,691461,NA,0.77,0.8,1.19,1.2,53
2020-04-06,15_2020,84,3599,132547,32874,11.89,0.76,1.16,-52,636,16523,30271,721732,NA,0.75,0.77,1.16,1.17,46
2020-04-07,15_2020,84,3039,135586,32510,9.01,0.77,1.13,-364,604,17127,33713,755445,NA,0.76,0.78,1.13,1.14,46
2020-04-08,15_2020,84,3836,139422,32178,7.42,0.71,1.1,-332,542,17669,51680,807125,NA,0.7,0.73,1.1,1.11,46
2020-04-09,15_2020,84,4204,143626,32004,9.09,0.71,1.08,-174,610,18279,46244,853369,NA,0.7,0.73,1.08,1.08,46
2020-04-10,15_2020,84,3951,147577,31739,7.39,0.74,1.06,-265,570,18849,53495,906864,NA,0.73,0.75,1.05,1.06,46
2020-04-11,15_2020,84,4694,152271,31525,8.29,0.74,1.04,-214,619,19468,56609,963473,NA,0.72,0.75,1.03,1.04,46
2020-04-12,15_2020,84,4092,156363,31190,8.76,0.75,1.02,-335,431,19899,46720,1010193,NA,0.74,0.76,1.02,1.03,46
2020-04-13,16_2020,84,3153,159516,31283,8.59,0.74,1.01,93,566,20465,36717,1046910,NA,0.73,0.76,1,1.01,38
2020-04-14,16_2020,84,2972,162488,31197,11.1,0.76,1,-86,602,21067,26779,1073689,NA,0.74,0.77,0.99,1,38
2020-04-15,16_2020,84,2667,165155,30722,6.1,0.78,0.99,-475,578,21645,43715,1117404,NA,0.77,0.8,0.99,0.99,38
2020-04-16,16_2020,84,3786,168941,29829,6.21,0.8,0.98,-893,525,22170,60999,1178403,NA,0.78,0.81,0.98,0.98,38
2020-04-17,16_2020,84,3493,172434,28598,5.32,0.76,0.97,-1231,575,22745,65705,1244108,NA,0.75,0.78,0.96,0.97,38
2020-04-18,16_2020,84,3491,175925,27740,5.66,0.78,0.95,-858,482,23227,61725,1305833,NA,0.76,0.79,0.95,0.96,38
2020-04-19,16_2020,84,3047,178972,27668,6.01,0.76,0.94,-72,433,23660,50708,1356541,NA,0.75,0.78,0.94,0.95,38
2020-04-20,17_2020,84,2256,181228,27479,5.44,0.82,0.93,-189,454,24114,41483,1398024,NA,0.8,0.84,0.93,0.93,31
2020-04-21,17_2020,84,2729,183957,26605,5.24,0.8,0.92,-874,534,24648,52126,1450150,NA,0.78,0.81,0.91,0.92,31
2020-04-22,17_2020,84,3370,187327,26189,5.34,0.76,0.91,-416,437,25085,63101,1513251,NA,0.75,0.78,0.9,0.91,31
2020-04-23,17_2020,84,2646,189973,25138,3.97,0.75,0.89,-1051,464,25549,66658,1579909,NA,0.73,0.76,0.89,0.9,31
2020-04-24,17_2020,84,3021,192994,24241,4.84,0.73,0.89,-897,420,25969,62447,1642356,NA,0.71,0.74,0.88,0.89,31
2020-04-25,17_2020,84,2357,195351,23635,3.6,0.71,0.88,-606,415,26384,65387,1707743,NA,0.7,0.73,0.88,0.88,31
2020-04-26,17_2020,84,2324,197675,23381,4.66,0.71,0.87,-254,260,26644,49916,1757659,NA,0.7,0.73,0.87,0.88,31
2020-04-27,18_2020,84,1739,199414,22309,5.43,0.67,0.86,-1072,333,26977,32003,1789662,NA,0.65,0.68,0.86,0.87,22
2020-04-28,18_2020,84,2091,201505,21586,3.65,0.66,0.85,-723,382,27359,57272,1846934,NA,0.64,0.68,0.85,0.86,22
2020-04-29,18_2020,84,2086,203591,21005,3.27,0.64,0.85,-581,323,27682,63827,1910761,NA,0.63,0.66,0.84,0.85,22
2020-04-30,18_2020,84,1872,205463,19843,2.73,0.63,0.84,-1162,285,27967,68456,1979217,NA,0.61,0.65,0.83,0.84,22
2020-05-01,18_2020,84,1965,207428,19147,2.65,0.63,0.83,-696,269,28236,74208,2053425,NA,0.61,0.65,0.82,0.83,22
2020-05-02,18_2020,84,1900,209328,18896,3.43,0.62,0.82,-251,474,28710,55412,2108837,NA,0.6,0.64,0.82,0.83,22
2020-05-03,18_2020,84,1389,210717,18743,3.09,0.62,0.82,-153,174,28884,44935,2153772,NA,0.6,0.64,0.81,0.82,22
2020-05-04,19_2020,84,1221,211938,18302,3.24,0.58,0.82,-441,195,29079,37631,2191403,NA,0.56,0.6,0.81,0.82,14
2020-05-05,19_2020,21,1075,213013,17697,1.95,0.59,0.81,-605,236,29315,55263,2246666,NA,0.57,0.61,0.81,0.82,14
2020-05-06,19_2020,21,1444,214457,17102,2.25,0.59,0.81,-595,369,29684,64263,2310929,NA,0.57,0.61,0.81,0.82,14
2020-05-07,19_2020,21,1401,215858,16485,1.99,0.59,0.82,-617,274,29958,70359,2381288,NA,0.57,0.61,0.81,0.82,14
2020-05-08,19_2020,21,1327,217185,15804,2.08,0.6,0.82,-681,243,30201,63775,2445063,NA,0.58,0.62,0.81,0.82,14
2020-05-09,19_2020,21,1083,218268,14868,1.57,0.6,0.81,-936,194,30395,69171,2514234,NA,0.58,0.62,0.81,0.82,14
2020-05-10,19_2020,21,802,219070,14645,1.55,0.63,0.81,-223,165,30560,51678,2565912,NA,0.6,0.65,0.8,0.81,14
2020-05-11,20_2020,21,744,219814,14538,1.83,0.64,0.8,-107,179,30739,40740,2606652,NA,0.61,0.66,0.8,0.81,11
2020-05-12,20_2020,21,1402,221216,13817,2.09,0.64,0.8,-721,172,30911,67003,2673655,NA,0.61,0.66,0.8,0.8,11
2020-05-13,20_2020,21,888,222104,13065,1.43,0.65,0.79,-752,195,31106,61973,2735628,NA,0.62,0.68,0.79,0.8,11
2020-05-14,20_2020,21,992,223096,12308,1.38,0.65,0.79,-757,262,31368,71876,2807504,NA,0.63,0.68,0.78,0.79,11
2020-05-15,20_2020,21,789,223885,11600,1.16,0.65,0.78,-708,242,31610,68176,2875680,NA,0.62,0.68,0.77,0.78,11
2020-05-16,20_2020,21,875,224760,11175,1.26,0.68,0.77,-425,153,31763,69179,2944859,NA,0.65,0.71,0.77,0.78,11
2020-05-17,20_2020,21,675,225435,11073,1.12,0.68,0.77,-102,145,31908,60101,3004960,NA,0.64,0.71,0.76,0.77,11
2020-05-18,21_2020,21,451,225886,10956,1.24,0.68,0.76,-117,99,32007,36406,3041366,NA,0.65,0.72,0.76,0.77,7
2020-05-19,21_2020,21,813,226699,10707,1.29,0.67,0.76,-249,162,32169,63158,3104524,NA,0.64,0.7,0.76,0.77,7
2020-05-20,21_2020,21,665,227364,10300,0.99,0.68,0.76,-407,161,32330,67195,3171719,NA,0.65,0.72,0.76,0.77,7
2020-05-21,21_2020,21,642,228006,9909,0.9,0.68,0.77,-391,156,32486,71679,3243398,NA,0.65,0.72,0.76,0.77,7
2020-05-22,21_2020,21,652,228658,9552,0.86,0.66,0.78,-357,130,32616,75380,3318778,NA,0.62,0.69,0.77,0.78,7
2020-05-23,21_2020,21,669,229327,9267,0.92,0.66,0.78,-285,119,32735,72410,3391188,NA,0.62,0.69,0.78,0.79,7
2020-05-24,21_2020,21,531,229858,9166,0.95,0.66,0.79,-101,50,32785,55824,3447012,NA,0.62,0.7,0.78,0.8,7
2020-05-25,22_2020,21,300,230158,8726,0.85,0.66,0.79,-440,92,32877,35241,3482253,NA,0.62,0.7,0.78,0.8,5
2020-05-26,22_2020,21,397,230555,8438,0.69,0.66,0.79,-288,78,32955,57674,3539927,NA,0.62,0.7,0.78,0.8,5
2020-05-27,22_2020,21,584,231139,8234,0.87,0.66,0.79,-204,117,33072,67324,3607251,NA,0.62,0.7,0.79,0.8,5
2020-05-28,22_2020,21,593,231732,7868,0.78,0.67,0.79,-366,70,33142,75893,3683144,NA,0.63,0.71,0.79,0.8,5
2020-05-29,22_2020,21,516,232248,7569,0.72,0.68,0.79,-299,87,33229,72135,3755279,NA,0.64,0.72,0.79,0.8,5
2020-05-30,22_2020,21,416,232664,7130,0.6,0.7,0.79,-439,111,33340,69342,3824621,NA,0.65,0.74,0.78,0.79,5
2020-05-31,22_2020,21,355,233019,6822,0.66,0.71,0.78,-308,75,33415,54118,3878739,NA,0.67,0.76,0.77,0.79,5
2020-06-01,23_2020,21,178,233197,6523,0.57,0.7,0.78,-299,60,33475,31394,3910133,NA,0.66,0.75,0.77,0.78,3
2020-06-02,23_2020,21,318,233515,6324,0.61,0.66,0.77,-199,55,33530,52159,3962292,NA,0.61,0.71,0.76,0.78,3
2020-06-03,23_2020,21,321,233836,6095,0.86,0.65,0.76,-229,71,33601,37299,3999591,NA,0.6,0.7,0.76,0.77,3
2020-06-04,23_2020,21,177,234013,5841,0.35,0.66,0.76,-254,88,33689,49953,4049544,NA,0.61,0.71,0.75,0.77,3
2020-06-05,23_2020,21,518,234531,5617,0.8,0.69,0.75,-224,85,33774,65028,4114572,NA,0.64,0.74,0.75,0.76,3
2020-06-06,23_2020,21,270,234801,5295,0.37,0.71,0.75,-322,72,33846,72485,4187057,NA,0.66,0.76,0.74,0.76,3
2020-06-07,23_2020,21,197,234998,5151,0.4,0.75,0.75,-144,53,33899,49478,4236535,NA,0.69,0.8,0.74,0.76,3
2020-06-08,24_2020,21,280,235278,5012,1.03,0.76,0.75,-139,65,33964,27112,4263647,NA,0.7,0.82,0.74,0.76,3
2020-06-09,24_2020,21,283,235561,4844,0.51,0.84,0.75,-168,79,34043,55003,4318650,NA,0.78,0.91,0.74,0.76,3
2020-06-10,24_2020,21,202,235763,4569,0.32,0.85,0.75,-275,71,34114,62699,4381349,NA,0.79,0.92,0.74,0.76,3
2020-06-11,24_2020,21,379,236142,4367,0.61,0.87,0.75,-202,53,34167,62472,4443821,NA,0.81,0.94,0.74,0.76,3
2020-06-12,24_2020,21,163,236305,4120,0.23,0.88,0.75,-247,56,34223,70620,4514441,NA,0.81,0.95,0.74,0.75,3
2020-06-13,24_2020,21,346,236651,3967,0.7,0.88,0.74,-153,78,34301,49750,4564191,NA,0.82,0.95,0.74,0.75,3
2020-06-14,24_2020,21,338,236989,3803,0.6,0.91,0.74,-164,44,34345,56527,4620718,NA,0.84,0.98,0.73,0.75,3
2020-06-15,25_2020,21,303,237290,3696,1.08,0.91,0.74,-107,26,34371,28107,4648825,NA,0.84,0.98,0.73,0.75,3
2020-06-16,25_2020,21,210,237500,3478,0.45,0.91,0.74,-218,34,34405,46882,4695707,NA,0.84,0.98,0.73,0.74,3
2020-06-17,25_2020,21,329,237828,3276,0.42,0.89,0.73,-202,43,34448,77701,4773408,NA,0.82,0.96,0.72,0.74,3
2020-06-18,25_2020,21,333,238159,3035,0.57,0.89,0.72,-241,66,34514,58154,4831562,NA,0.82,0.96,0.72,0.73,3
2020-06-19,25_2020,21,251,238011,2793,0.44,0.86,0.72,-242,47,34561,57541,4889103,NA,0.79,0.93,0.71,0.73,3
2020-06-20,25_2020,21,262,238275,2626,0.48,0.87,0.71,-167,49,34610,54722,4943825,NA,0.8,0.94,0.7,0.72,3
2020-06-21,25_2020,21,224,238499,2462,0.55,0.87,0.7,-164,24,34634,40545,4984370,NA,0.8,0.94,0.69,0.71,3
2020-06-22,26_2020,21,218,238720,2165,0.75,0.85,0.68,-297,23,34657,28972,5013342,NA,0.78,0.92,0.67,0.69,2
2020-06-23,26_2020,21,122,238833,1968,0.3,0.83,0.66,-197,18,34675,40485,5053827,NA,0.76,0.91,0.65,0.67,2
2020-06-24,26_2020,21,190,239410,1717,0.36,0.88,0.63,-251,-31,34644,53266,5107093,NA,0.8,0.95,0.62,0.64,2
2020-06-25,26_2020,21,296,239706,1618,0.53,0.89,0.61,-99,34,34678,56061,5163154,NA,0.81,0.97,0.6,0.62,2
2020-06-26,26_2020,21,259,239961,1461,0.49,0.93,0.59,-157,30,34708,52768,5215922,NA,0.85,1.01,0.58,0.6,2
2020-06-27,26_2020,21,175,240136,1357,0.29,0.94,0.57,-104,8,34716,61351,5277273,NA,0.86,1.02,0.56,0.58,2
2020-06-28,26_2020,21,174,240310,1258,0.47,0.94,0.56,-99,22,34738,37346,5314619,NA,0.86,1.02,0.55,0.57,2
2020-06-29,27_2020,21,126,240436,1216,0.46,0.97,0.55,-42,6,34744,27218,5341837,NA,0.89,1.05,0.54,0.56,2
2020-06-30,27_2020,21,142,240578,1183,0.29,0.97,0.54,-33,23,34767,48273,5390110,NA,0.89,1.05,0.53,0.55,2
2020-07-01,27_2020,21,187,240760,1112,0.34,1,0.55,-71,21,34788,55366,5445476,NA,0.92,1.09,0.54,0.56,2
2020-07-02,27_2020,21,201,240961,1045,0.38,1.01,0.56,-67,30,34818,53243,5498719,NA,0.92,1.09,0.54,0.57,2
2020-07-03,27_2020,21,223,241184,1035,0.45,0.97,0.57,-10,15,34833,50096,5548815,NA,0.89,1.05,0.56,0.58,2
2020-07-04,27_2020,21,235,241419,1011,0.45,0.99,0.59,-24,21,34854,52011,5600826,NA,0.91,1.08,0.57,0.6,2
